Artist,Tagline,Date,Start Time,End Time,Stage,Genre,Country,Bio,Website,Spotify Link,YouTube,Instagram,AI Summary,AI Rating,Number of People in Act,Gender of Front Person,Front Person of Color?,Cancelled,Festival URL,Festival Bio (NL),Festival Bio (EN),Social Links,Images Scraped
JPEGMAFIA,A genre-defying artist blending experimental hip-hop with sharp political commentary and innovative production.,,,,,Experimental Hip-Hop/Industrial Hip-Hop,USA,"JPEGMAFIA, also known as Peggy, is an American rapper, producer, and songwriter known for his experimental approach to hip-hop, blending abrasive beats, eclectic samples, and politically charged lyrics. He has gained critical acclaim for albums like 'Veteran' (2018) and 'All My Heroes Are Cornballs' (2019), which showcase his unique sound and boundary-pushing artistry.",,https://open.spotify.com/artist/6yJ6QQ3Y5l0s0tn7b0arrO,,,"JPEGMAFIA's music combines raw, confrontational lyrics with experimental production that incorporates elements of industrial, punk, and electronic music. His work is celebrated for its innovation, unfiltered social commentary, and ability to challenge traditional hip-hop norms.",,,Male,Yes,,https://lowlands.nl/acts/jpegmafia/,"Zijn naam is al even eigenzinnig als zijn muziek: voor JPEGMAFIA (koosnaam: Peggy) geen boombap of jazzrap, om wat knusse hiphopdwarsstraten te noemen. De New Yorker van Jamaicaanse origine doet het met noise, trap, industrial, metalgitaarriffs en experimentele songstructuren, als je überhaupt al van songs kunt spreken. Eerder levert de als Barrington Hendricks ter wereld gekomen rapper al vijf albums lang een soort muzikale stream of consciousness af, ook qua lyrics. Hyperkinetisch over het voetlicht gestuiterd, zowel mét als zonder liveband een echte original gangster.","His name is as unconventional as his music: for JPEGMAFIA (nickname: Peggy), no boom bap or jazz rap, to name some cozy hip-hop side streets. The New Yorker of Jamaican descent does it with noise, trap, industrial, metal guitar riffs, and experimental song structures—if you can even call them songs. The rapper, born as Barrington Hendricks, has already delivered a kind of musical stream of consciousness over the course of five albums, both in terms of sound and lyrics. Hyperkinetically bouncing across the stage, both with and without a live band, a true original gangster.",,Yes
LEISURE,"A genre-blurring collective crafting lush, soulful grooves with a laid-back vibe.",,,,,Indie Pop/Funk/Soul,New Zealand,"LEISURE is a New Zealand-based music collective known for their smooth blend of indie pop, funk, and soul. Since their formation in 2015, they have gained a global following for their relaxed, groove-driven sound and standout tracks like 'Got It Bad' and 'All Over You.'",,https://open.spotify.com/artist/7b04D0yLktCUpvxQBhmG7R,,,"LEISURE combines elements of indie pop, funk, and soul to create a signature sound characterized by mellow grooves, lush instrumentation, and dreamy vocals. Their music has been praised for its effortless blend of retro and modern influences, making them a standout act in the global indie scene.",,5,Mixed,Yes,,https://lowlands.nl/acts/leisure/,"Loungerock, slaapkamerfunk, zonsondergangspop, chillsoul of avondstranddisco: wat er ook uit LEISURE’s geoliede machine rolt, het resultaat is altijd een muzikaal perfect in elkaar gestoken, ontspannen geheel om op weg te dromen. De band uit Nieuw-Zeeland houdt daarmee een reputatie in stand dat daaronder in het zuidelijk halfrond de ultieme bron ligt van dromerige pop en rock van boterzachte topkwaliteit. Het vorig jaar uitgekomen vijfde mijmeralbum ‘Welcome to the Mood’ bevestigt dat de steeds evoluerende verkenningstocht van LEISURE nog lang niet is afgelopen. Volgende stop: Lowlands.","Loungerock, bedroom funk, sunset pop, chill soul, or evening beach disco: whatever comes out of LEISURE's well-oiled machine, the result is always a perfectly crafted, relaxed musical whole to dream away to. The band from New Zealand upholds a reputation that the ultimate source of dreamy pop and rock of buttery smooth top quality lies down there in the southern hemisphere. Last year's fifth contemplative album, 'Welcome to the Mood,' confirms that LEISURE's ever-evolving exploration is far from over. Next stop: Lowlands.",,Yes
Milolaathetlukken,"Amsterdam's nonchalant fashion-forward rapper with a raw, trendy sound.",,,,,Dutch rap,Netherlands,"[using festival bio due to a lack of publicly available data] Rappers need to drip. And Milo knows exactly how to do that. Over pounding 808s, the flamboyant young man flexes about his pricey designer clothing, making it sound as if this hip-hop star is friends with every store owner on P.C. Hooftstraat. That bragging has to be earned, and this true Amsterdammer does so with his delightfully nonchalant flow. Even the biggest fashion rappers from America could take notes. His stage name says it all: Milo succeeds like no other in delivering trendy, raw, and outrageously expensive Dutch rap.",,https://open.spotify.com/artist/31RYhg7Auitqp3eg9rTB9i,,,"Milolaathetlukken is an Amsterdam-based rapper who combines pounding 808s with a nonchalant flow, delivering a unique blend of trendy and raw Dutch rap. His lyrics focus on high-end fashion and luxury, positioning him as a confident and flamboyant figure in the hip-hop scene. His style and delivery could rival some of the biggest names in fashion-focused rap.",,1,Male,,,https://lowlands.nl/acts/milolaathetlukken/,"Rappers moeten drippen. En Milo weet heel goed hoe je dat doet. Over snoeiharde 808s flext de flamboyante jongeman over zijn kostbare designerkleding, waardoor het klinkt alsof deze hiphopster bevriend is met iedere winkeleigenaar op de P.C. Hooftstraat. Die opschepperij moet je natuurlijk verdienen, wat deze ras-Amsterdammer doet met zijn heerlijk nonchalante flow. Zelfs de grootste fashionrappers uit Amerika kunnen er een puntje aan zuigen. Zijn artiestennaam zegt het al: Milo lukt het als geen ander om hippe, rauwe en peperdure Nederrap neer te zetten.","Rappers need to drip. And Milo knows exactly how to do that. Over pounding 808s, the flamboyant young man flexes about his pricey designer clothing, making it sound as if this hip-hop star is friends with every store owner on P.C. Hooftstraat. That bragging has to be earned, and this true Amsterdammer does so with his delightfully nonchalant flow. Even the biggest fashion rappers from America could take notes. His stage name says it all: Milo succeeds like no other in delivering trendy, raw, and outrageously expensive Dutch rap.",,Yes
Nu Genea Live Band,"Blending vintage funk, disco, and world music influences with a modern groove.",,,,,Nu-disco/Funk/World Music,Italy,"Nu Genea Live Band is an Italian collective known for their vibrant fusion of 70s-inspired funk, disco, and global music traditions, creating a unique and danceable sound. Their live performances are celebrated for their energy and musicianship, featuring a mix of electronic and organic instrumentation.",,https://open.spotify.com/artist/77J3V0V7sEOf5ifCDBSNaJ,,,"Nu Genea Live Band combines retro funk and disco grooves with influences from world music, delivering a fresh and eclectic sound that captivates audiences. Their live shows are dynamic and immersive, showcasing a seamless blend of electronic beats and live instrumentation.",,6,Mixed,Yes,,https://lowlands.nl/acts/nu-genea-live-band/,"Waan je op de zonovergoten stranden rondom Napels en proef de rijke muzikale geschiedenis van de havenstad aan de voet van de Vesuvius. Dat is de belofte van Nu Genea Live Band, het geesteskind van Massimo Di Lena en Lucio Aquilina die mediterrane invloeden door laten drenken in wulpse funk en zomerse soul. Het smaakvolle resultaat barst van de creatieve ideeën, een experimenteerdrift die is te herleiden naar hun samenwerkingen met de gerenommeerde afrobeat-drummer Tony Allen, die in de jaren zeventig de percussie voor Fela Kuti verzorgde.","Imagine yourself on the sun-drenched beaches around Naples and savor the rich musical history of the port city at the foot of Mount Vesuvius. That is the promise of Nu Genea Live Band, the brainchild of Massimo Di Lena and Lucio Aquilina, who infuse Mediterranean influences into sultry funk and summery soul. The tasteful result overflows with creative ideas, a spirit of experimentation that can be traced back to their collaborations with the renowned Afrobeat drummer Tony Allen, who provided percussion for Fela Kuti in the 1970s.",,Yes
Pale Jay,"A soulful blend of retro-inspired melodies and heartfelt storytelling, delivered with a unique falsetto voice.",,,,,Soul/R&B,USA,"Pale Jay is a singer-songwriter and producer known for his retro-inspired soul and R&B sound, characterized by smooth falsetto vocals and lush, vintage-style production. His music often explores themes of love and vulnerability, resonating with fans of timeless, emotive songwriting.",,https://open.spotify.com/artist/7H3z77VbkJcCcFilmKqKNM,,,"Pale Jay's music combines classic soul and R&B influences with a modern sensibility, showcasing his distinct falsetto and a knack for crafting emotionally rich, nostalgic tracks. His sound appeals to fans of artists like Leon Bridges and Sam Cooke, blending vintage aesthetics with contemporary production.",6,,Male,Yes,,https://lowlands.nl/acts/pale-jay/,"Afkomst, leeftijd, schoenmaat, favoriete gerecht: vrijwel onvindbaar als het om Pale Jay gaat. Maar wat moeten we met die feitenbrij als zijn muziek zó veel te zeggen heeft? Zij die het mysterie al live zagen kunnen dat bevestigen: die weergaloze kopstem, bevlogen én breekbaar. En daarachter zijn band die vertrouwde geluiden uit de soulhoogtijdagen van hedendaagse allure voorziet. Afsluitend nog een persoonlijke boodschap van deze muzikale Banksy: ‘The mask is red, the songs are blue. You don't know Pale Jay, but Pale Jay loves you.’","Origin, age, shoe size, favorite dish: nearly impossible to find when it comes to Pale Jay. But what do we need with that jumble of facts when his music has so much to say? Those who have already witnessed the mystery live can confirm it: that unparalleled falsetto, passionate yet fragile. And behind it, his band, infusing familiar sounds from soul's golden era with contemporary flair. Concluding with a personal message from this musical Banksy: ""The mask is red, the songs are blue. You don't know Pale Jay, but Pale Jay loves you.""",,Yes
Ravyn Lenae,A genre-blending R&B artist known for her ethereal vocals and futuristic soundscapes.,,,,,R&B/Soul/Alternative R&B,USA,"Ravyn Lenae is an American singer-songwriter from Chicago, known for her unique blend of R&B, soul, and experimental sounds. She gained recognition with her EPs, including 'Crush' produced by Steve Lacy, and her debut album 'Hypnos' has been praised for its innovative production and her captivating vocal style.",,https://open.spotify.com/artist/5RTLRtXjbXI2lSXc6jxlAz,,,"Ravyn Lenae's music combines lush, dreamy R&B with experimental production and introspective lyrics. Her collaborations with artists like Steve Lacy showcase her ability to push the boundaries of the genre while maintaining a soulful core.",8,,Female,Yes,,https://lowlands.nl/acts/ravyn-lenae/,"Kan de zoetheid van vroegere soul en girl groups samengaan met de expliciete aard van moderne R&B en pop? Hier is de superster die de perfecte balans levert: Ravyn Lenae. Superster ja, want de singer-songwriter uit Chicago pakt honderden miljoenen streams met haar sensuele neo-soul en alt-R&B. Middels haar verleidelijke sopraan hangt ze haar romantische vuile was buiten en roept ze grootheden op uit vervlogen tijden, terwijl producers als KAYTRANADA en Steve Lacy haar muziek verankeren in het nu.","Can the sweetness of early soul and girl groups blend with the explicit nature of modern R&B and pop? Here is the superstar who delivers the perfect balance: Ravyn Lenae. Superstar indeed, as the Chicago singer-songwriter garners hundreds of millions of streams with her sensual neo-soul and alt-R&B. Through her alluring soprano, she airs her romantic dirty laundry and evokes legends of bygone eras, while producers like KAYTRANADA and Steve Lacy anchor her music firmly in the present.",,Yes
Richie Hawtin DEX EFX X0X,Pioneering techno artist blending innovative soundscapes with cutting-edge technology.,,,,,Techno/Minimal,Canada,"Richie Hawtin, also known as Plastikman, is a Canadian-born electronic music producer and DJ renowned for his contributions to the minimal techno genre. He is celebrated for his innovative use of technology in live performances and his influential role in shaping the global electronic music scene.",,https://open.spotify.com/artist/3AhwIUus3pIaA3CvYBEtpy,,,Richie Hawtin's mastery of minimal techno and his groundbreaking use of technology in music production and live sets have solidified his status as a pioneer in electronic music. His ability to push the boundaries of sound design and performance continues to inspire both fans and fellow artists.,9,,Male,No,,https://lowlands.nl/acts/richie-hawtin-dex-efx-x0x/,"In het geval van de Brits-Canadese Richie Hawtin schiet het woord ‘pionier’ tekort: de technolegende achter aliassen als Plastikman en F.U.S.E. staat al ruim dertig jaar bekend als dé voortstuwende kracht binnen de underground dance. Met zijn nieuwste A/V show ‘DEF EFX X0X’ laat hij een overweldigend spektakel van licht en geluid los op het publiek. Pulserende stroboscopen dompelen je onder in een duistere clubnacht, waar Hawtin als geniale technocomponist de dansvloer weet te dirigeren. Bereid je voor op een clubnacht en levend kunstwerk ineen.","In the case of the British-Canadian Richie Hawtin, the word 'pioneer' falls short: the techno legend behind aliases like Plastikman and F.U.S.E. has been known for over thirty years as the driving force within underground dance. With his latest A/V show 'DEF EFX X0X,' he unleashes an overwhelming spectacle of light and sound on the audience. Pulsating strobe lights immerse you in a dark club night, where Hawtin, as a brilliant techno composer, masterfully directs the dance floor. Prepare yourself for a club night and a living work of art in one.",,Yes
Skye Newman,"A soulful voice reminiscent of Amy Winehouse, delivering heartfelt stories from South East London.",,,,,Soul/Pop,United Kingdom,"[using festival bio due to a lack of publicly available data] Reaching deep from the soul, a heartfelt sob reminiscent of Amy Winehouse: Skye Newman's voice sounds as if its owner has lived a hundred lives. The debut EP ‘SE9 Part 1’ probably wouldn’t exist without the singing aunt who introduced this budding soul queen to music as an emotional outlet. After releasing the singles ‘Hairdresser’ and ‘Family Matters,’ the South East Londoner in her twenties shared the stage with Ed Sheeran and Lewis Capaldi, and Elton John became a fan club member. Off to Biddinghuizen then, LLowgical!",,https://open.spotify.com/artist/4UoEzpWZrFWvlGYOzTEn1M,,,"Skye Newman blends soulful, emotionally rich vocals with pop sensibilities, drawing comparisons to Amy Winehouse. Her music reflects personal storytelling, as showcased in her debut EP 'SE9 Part 1' and singles like 'Hairdresser' and 'Family Matters.' With notable achievements such as performing alongside Ed Sheeran and Lewis Capaldi and earning praise from Elton John, she is a promising voice in the UK soul-pop scene.",7,1,Female,,,https://lowlands.nl/acts/skye-newman/,"Uithalend vanuit de tenen, een doorleefde snik à la Amy Winehouse: de stem van Skye Newman klinkt alsof de eigenaar al honderd levens heeft geleid. Debuut-ep ‘SE9 Part 1’ was er waarschijnlijk niet geweest zonder de zingende tante die deze soulqueen in de dop inwijdde in muziek als uitlaatklep. Na het uitbrengen van de singles ‘Hairdresser’ en ‘Family Matters’ deelde de twintiger uit Zuidoost-Londen het podium met Ed Sheeran en Lewis Capaldi, en werd Elton John lid van de fanclub. Op naar Biddinghuizen dus, LLowgisch!","Reaching deep from the soul, a heartfelt sob reminiscent of Amy Winehouse: Skye Newman's voice sounds as if its owner has lived a hundred lives. The debut EP ‘SE9 Part 1’ probably wouldn’t exist without the singing aunt who introduced this budding soul queen to music as an emotional outlet. After releasing the singles ‘Hairdresser’ and ‘Family Matters,’ the South East Londoner in her twenties shared the stage with Ed Sheeran and Lewis Capaldi, and Elton John became a fan club member. Off to Biddinghuizen then, LLowgical!",,Yes
Steel Pulse,"Trailblazing British reggae band blending roots, dub, and political activism.",,,,,Reggae/Dub,UK,"Steel Pulse is a Grammy-winning reggae band from Birmingham, UK, known for their socially conscious lyrics and fusion of roots reggae with dub influences. Formed in 1975, they have been celebrated for their activism and iconic albums like 'Handsworth Revolution' and 'True Democracy.'",,https://open.spotify.com/artist/6UL7BodGc5iVmQGlMwHR0g,,,"Steel Pulse's innovative blend of roots reggae and dub, coupled with their politically charged lyrics, has made them one of the most influential reggae bands to emerge from the UK. Their music is both a celebration of reggae traditions and a powerful voice for social justice.",9,6,Male,Yes,,https://lowlands.nl/acts/steel-pulse/,"Leadzanger David Hinds en band schrijven vanuit Birmingham en New York een halve eeuw strijdbare reggaegeschiedenis. Bob Marley adopteert de band indertijd als ‘jonge Wailers’, aan de lopende band zijn er Grammy-nominaties – waarvan één verzilverd – en Bill Clinton nodigt ze uit op zijn inauguratiefeest in 1993. Zowel muzikaal als maatschappelijk is het o zo nobele Steel Pulse oneindig invloedrijk. Pomp live-album ʻRastafari Centennialʼ met daarop ʻStay with the Rhythmʼ door je speakers en maak een vreugdedans, want je gaat ab-so-lu-te giganten aan het werk zien.","Lead singer David Hinds and the band have been crafting half a century of defiant reggae history from Birmingham and New York. Bob Marley once adopted the band as the ""young Wailers,"" they’ve garnered a string of Grammy nominations—winning one—and were invited by Bill Clinton to perform at his inauguration party in 1993. Both musically and socially, the noble Steel Pulse has been endlessly influential. Blast the live album *Rastafari Centennial* featuring ""Stay with the Rhythm"" through your speakers and do a joyful dance, because you’re about to witness absolute giants in action.",,Yes
Wunderhorse,"A raw and introspective blend of grunge, indie rock, and heartfelt lyricism.",,,,,Indie Rock/Grunge,UK,"Wunderhorse is the project of British musician Jacob Slater, blending the raw energy of 90s grunge with the introspection and melodic sensibilities of modern indie rock. Known for his emotive songwriting and dynamic performances, Wunderhorse has quickly gained attention in the alternative music scene.",,https://open.spotify.com/artist/41pd7r1XBRsvdxY3vHEgib,,,"Wunderhorse delivers a compelling mix of grunge-inspired guitar riffs and deeply personal lyrics, reminiscent of 90s alternative rock while maintaining a fresh, contemporary edge. Jacob Slater's emotive vocal delivery and dynamic compositions have made the project a standout in the indie rock landscape.",7,,Male,No,,https://lowlands.nl/acts/wunderhorse/,"Deze mannen uit Cornwall maken in alles smaakvolle keuzes. Alleen al de bandnaam, sierlijk en ruig, is een juweel van een metafoor. Of neem hun gewilde T-shirts, tours met Fontaines D.C. en de noisy 90s-sound op het tweede album ‘Midas’, vastgelegd in de studio waar Nirvana zijn meesterwerk ‘In Utero’ opnam: dat hoor je, dat voel je. Maar al drijven Jacob Slater en zijn maten geluidsinstallaties soms tot het uiterste, een ontroerde traan ligt altijd op de loer. Juist die kwetsbare tegenstelling maakt Wunderhorse zo geliefd.","These men from Cornwall make tasteful choices in everything they do. Even their band name, both graceful and rugged, is a gem of a metaphor. Or consider their sought-after T-shirts, tours with Fontaines D.C., and the noisy '90s sound on their second album 'Midas,' recorded in the studio where Nirvana created their masterpiece 'In Utero': you can hear it, you can feel it. But even though Jacob Slater and his crew sometimes push sound systems to their limits, a tear of emotion is always close at hand. It is precisely this vulnerable contrast that makes Wunderhorse so beloved.",,Yes
Ana Frango Elétrico,"Blending Brazilian Tropicália with experimental pop and jazz influences, Ana Frango Elétrico crafts a unique and vibrant soundscape.",,,,,Tropicália/Experimental Pop/Jazz,Brazil,"Ana Frango Elétrico is a Brazilian musician and songwriter known for their eclectic mix of Tropicália, experimental pop, and jazz. Their work has been praised for its playful, colorful arrangements and poetic lyricism, establishing them as a standout voice in contemporary Brazilian music.",,https://open.spotify.com/artist/7uvxsk688pwnBNA62cTKS1,,,"Ana Frango Elétrico combines the rich tradition of Brazilian Tropicália with modern experimental pop and jazz, creating a whimsical and innovative sound. Their music is characterized by intricate arrangements, poetic lyrics, and a vibrant, genre-defying approach that has garnered critical acclaim.",7,,Non-binary,Yes,,https://lowlands.nl/acts/ana-frango-eletrico/,"De lokale-rootsliefde van deze bij het Mr Bongo-label gecontracteerde multi-instrumentalist uit Rio de Janeiro roest nooit. Op het Latin Grammy-genomineerde geluid, met een glansrol voor Braziliaanse invloeden, wordt in 2025 ijverig voortgeborduurd met een dubbele single. ‘A sua diversão’ kietelt je strandbehoefte, en in de bewerking van klassieker ‘Não tem nada não’ van bossanovalegende Marcos Valle (die daar hoogstpersoonlijk op meezingt!) komt pardoes Crystal Waters’ dansvloerkraker ‘Gypsy Woman’ voorbij. Laidback swingende, funky jazz: een kolfje naar de hand van Ana Frango Elétrico. Caipirinhaatje, iemand?","The local-roots love of this multi-instrumentalist from Rio de Janeiro, signed to the Mr Bongo label, never fades. Building on the Latin Grammy-nominated sound, with a shining role for Brazilian influences, 2025 sees the release of a double single. ‘A sua diversão’ tickles your beach cravings, and in the rendition of the classic ‘Não tem nada não’ by bossa nova legend Marcos Valle (who personally lends his voice to it!), Crystal Waters’ dancefloor hit ‘Gypsy Woman’ suddenly makes an appearance. Laid-back swinging, funky jazz: right up Ana Frango Elétrico’s alley. Caipirinha, anyone?",,Yes
Bassolino,A cinematic journey through Naples with jazzy melodies and nostalgic synths.,,,,,Jazz/Electronic,Italy,"[using festival bio due to a lack of publicly available data] Destination: Naples. Mode of transport: electric pianos that effortlessly guide you along the rocky coastline under a sun shining through a 70s filter, jazzy melodies setting the chase of mafiosi through the crisscrossing alleys of the inner city, and forgotten synth harmonies simply celebrating the southern Italian summer on a terrace. Dario Bassolino celebrates his hometown, particularly the image of it portrayed by filmmakers of the 60s and 70s. With his band, he delivers his unique version of the ultimate Naples soundtrack.",,https://open.spotify.com/artist/0pSQCv6P9P2KxiMyJYpTHx,,,"Dario Bassolino crafts a nostalgic yet vibrant soundscape inspired by the cinematic portrayal of Naples in the 60s and 70s. His music blends jazzy melodies, electric pianos, and vintage synth harmonies, evoking a sun-drenched, retro atmosphere. With his band, he creates a unique auditory celebration of his hometown, merging storytelling with a rich musical texture.",6,,Male,No,,https://lowlands.nl/acts/bassolino/,"Bestemming: Napels. Manier van transport: elektrische piano’s die je zorgeloos langs de rotsachtige kust voeren met een zonnetje dat door een jaren 70-filter schijnt, jazzy melodieën die de achtervolging van maffiosi inzetten door kriskrassende steegjes in de binnenstad en vergeten synthharmonieën die op een terras simpelweg de zuidelijke Italiaanse zomer vieren. Dario Bassolino viert zijn thuisstad, en dan vooral het beeld ervan dat filmmakers uit de jaren 60 en 70 afschilderden. Met band brengt hij zijn unieke versie van dé ultieme soundtrack van Napels ten gehore.","Destination: Naples. Mode of transport: electric pianos that effortlessly guide you along the rocky coastline under a sun shining through a 70s filter, jazzy melodies setting the chase of mafiosi through the crisscrossing alleys of the inner city, and forgotten synth harmonies simply celebrating the southern Italian summer on a terrace. Dario Bassolino celebrates his hometown, particularly the image of it portrayed by filmmakers of the 60s and 70s. With his band, he delivers his unique version of the ultimate Naples soundtrack.",,Yes
Bassvictim,"A London duo crafting innovative chaos with hyperpop, EDM, and hip-hop influences.",,,,,"hyperpop, EDM, hip-hop",United Kingdom,"[using festival bio due to a lack of publicly available data] Bummer that Bassvictim had to cancel last year. Luckily, #LL26 brings new opportunities. Why are we so eager to have this London duo on board? Because they manage to surprise in literally every track. With varied vocals, original breaks, bizarre sample choices, and always that delightful layer of muddy fuzz on synths, bass, or drums. Singer-songwriter Maria Manow and producer Henry Clateman, bored with the current music scene, create a delightful traffic jam of hyperpop, EDM, and hip-hop on their album ‘Basspunk 2’: innovative chaos you’ll be hooked on in no time.",,https://open.spotify.com/artist/7f8ydynRRnrJBqWxevKLcM,,,"Bassvictim is a London-based duo blending hyperpop, EDM, and hip-hop into a unique and chaotic sound. Their music is characterized by varied vocals, experimental breaks, and unconventional sample choices, all layered with a gritty, fuzzy texture. Their album 'Basspunk 2' showcases their innovative approach, offering a fresh take on modern music.",6,2,Mixed,No,,https://lowlands.nl/acts/bassvictim/,"Balen, dat Bassvictim vorig jaar moest afzeggen. Gelukkig biedt #LL26 nieuwe kansen. Waarom we dit Londense duo er zo graag bij willen hebben? Omdat ze in werkelijk élke track verrassen. Met gevarieerde vocalen, originele breaks, bizarre samplekeuzes en altijd die heerlijke laag modderige fuzz op synths, bas of drums. Singer-songwriter Maria Manow en producer Henry Clateman, verveeld door het huidige muziekaanbod, veroorzaken op het album ‘Basspunk 2’ een aangename verkeersopstopping van hyperpop, EDM en hiphop: vernieuwende chaos waaraan je in no time verslingerd raakt.","Bummer that Bassvictim had to cancel last year. Luckily, #LL26 brings new opportunities. Why are we so eager to have this London duo on board? Because they manage to surprise in literally every track. With varied vocals, original breaks, bizarre sample choices, and always that delightful layer of muddy fuzz on synths, bass, or drums. Singer-songwriter Maria Manow and producer Henry Clateman, bored with the current music scene, create a delightful traffic jam of hyperpop, EDM, and hip-hop on their album ‘Basspunk 2’: innovative chaos you’ll be hooked on in no time.",,Yes
Chloe Qisha,Sultry synths and provocative electropop from a Malaysian sensation based in the UK.,,,,,electropop,Malaysia,"[using festival bio due to a lack of publicly available data] Confidently yearning for love – both physical and emotional. Chloe Qisha captures that exact feeling through sultry synths, sexy electro beats, commanding basslines, and softly cutting punk guitars. The Malaysian singer-songwriter and multi-instrumentalist, based in the UK, emerged seemingly out of nowhere in 2024: her provocative yet elegantly crafted electropop practically exploded overnight, quickly establishing her as a bona fide festival sensation. It helps that those retro hooks instantly get you moving, and her lyrics are effortlessly sing-along material: Chloe Qisha guarantees a scorching hot Lowlands, no matter the weather.",,https://open.spotify.com/artist/1WNmfSqydnt1FDJKg3l6lw,,,"Chloe Qisha's music combines sultry synths, retro hooks, and punk-inspired guitars to create a provocative yet polished electropop sound. Her lyrics, which explore themes of physical and emotional love, are catchy and engaging, making her a standout act in the festival scene. As a Malaysian artist based in the UK, she has quickly gained recognition for her commanding stage presence and danceable beats.",7,1,she,Yes,,https://lowlands.nl/acts/chloe-qisha/,"Zelfverzekerd hunkeren naar liefde – fysiek en emotioneel. Chloe Qisha vertolkt exact dat gevoel aan de hand van zwoele synths, sexy electrobeats, dwingende bassen en zacht snijdende punkgitaren. De vanuit Groot-Brittannië opererende Maleisische singer-songwriter en multi-instrumentalist was er in 2024 opeens: haar provocatieve, maar elegant geformuleerde electropop explodeerde zowat overnacht, waardoor ze zich snel vestigde als bonafide festivalsensatie. Het helpt dat je die retrohooks zo in de heupen hebt en haar teksten meteen mijmerend meezingt: Chloe Qisha zorgt ongeacht het weer sowieso voor een loeihete Lowlands.","Confidently yearning for love – both physical and emotional. Chloe Qisha captures that exact feeling through sultry synths, sexy electro beats, commanding basslines, and softly cutting punk guitars. The Malaysian singer-songwriter and multi-instrumentalist, based in the UK, emerged seemingly out of nowhere in 2024: her provocative yet elegantly crafted electropop practically exploded overnight, quickly establishing her as a bona fide festival sensation. It helps that those retro hooks instantly get you moving, and her lyrics are effortlessly sing-along material: Chloe Qisha guarantees a scorching hot Lowlands, no matter the weather.",,Yes
Cobrah,A bold and boundary-pushing artist blending hyperpop with industrial and club influences.,,,,,Hyperpop/Electronic,Sweden,"Cobrah is a Swedish artist known for her experimental approach to hyperpop, combining industrial beats, provocative lyrics, and striking visuals. Her music has garnered attention for its unapologetic energy and club-ready soundscapes.",,https://open.spotify.com/artist/1AHswQqsDNmu1xaE8KpBne,,,"Cobrah's music is a high-energy fusion of hyperpop and industrial electronic sounds, characterized by bold production, edgy aesthetics, and a fearless approach to self-expression. Her work has been praised for its innovation and appeal within the underground electronic scene.",7,,Female,No,,https://lowlands.nl/acts/cobrah/,"Een fetisjclub als bakermat voor nieuwe elektronische popmuziek? Wel in het opvallende verhaal van oud-muziekdocent Cobrah. Met krakende libidobassen, pompende BDSM-beats, gitzwarte synthesizers en ongegeneerd expliciete teksten penetreerde de Zweedse provocateur de muziekwereld in 2018 voor het eerst met haar single ‘IDFKA’ – inclusief een spraakmakende, van de latex druipende videoclip. Sindsdien heerst ze als dominante meesteres op clubs, festivals en darkrooms wereldwijd, waar ze danceparty’s opzweept met haar sekspositieve krakers van electrohits: preutsheid uit, mondknevel in en gehoorzaam braaf Cobrahs BPM.","A fetish club as the cradle for new electronic pop music? Such is the striking story of former music teacher Cobrah. With crackling libido basslines, pounding BDSM beats, pitch-black synthesizers, and unabashedly explicit lyrics, the Swedish provocateur first penetrated the music world in 2018 with her single ""IDFKA""—complete with a sensational, latex-drenched music video. Since then, she has reigned as a dominant mistress in clubs, festivals, and darkrooms worldwide, where she ignites dance parties with her sex-positive electro bangers: prudishness out, gag in, and obediently follow Cobrah's BPM.",,Yes
